name,collection,severity,polygons,vertices,dimensions,location,material_count,materials,issues,recommendation
node_0.082,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"18.023, 0.474, -0.015",1,Material.096,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.083,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"18.793, -0.597, -0.029",1,Material.097,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.084,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"18.673, -2.361, -0.06",1,Material.098,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.085,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"18.272, -4.5, -0.032",1,Material.099,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.086,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"17.749, -6.578, -0.07",1,Material.100,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.087,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"17.026, -8.031, -0.028",1,Material.101,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.088,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"15.752, -9.067, -0.003",1,Material.102,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.089,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"-13.806, -8.944, 0.002",1,Material.103,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.090,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"-11.903, -10.32, -0.012",1,Material.104,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.091,Scene Collection,2,20943,12191,1.996 x 0.937 x 0.306,"-9.968, -11.697, 0.002",1,Material.105,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.092,Scene Collection,2,20943,12191,1.996 x 0.937 x 0.307,"-8.387, -13.568, 0.107",1,Material.106,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.094,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"13.743, -10.205, -0.129",1,Material.108,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.095,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"12.442, -10.013, -0.006",1,Material.109,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.096,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"9.728, -10.109, -0.036",1,Material.110,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.097,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"7.357, -11.331, 0.002",1,Material.111,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.098,Scene Collection,2,20943,12191,1.994 x 0.941 x 0.312,"5.306, -12.943, 0.027",1,Material.112,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.099,Scene Collection,2,20943,12191,1.996 x 0.937 x 0.307,"-7.904, -14.08, 0.068",1,Material.113,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.102,Scene Collection,2,15301,10413,1.077 x 0.896 x 1.064,"12.06, 7.044, 0.302",1,Material.116,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.103,Scene Collection,2,15301,10413,1.077 x 0.896 x 1.064,"18.427, 0.002, -0.166",1,Material.117,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.104,Scene Collection,2,20228,13563,1.194 x 1.72 x 0.915,"17.078, 0.405, -0.151",1,Material.118,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.105,Scene Collection,2,15599,9593,2.498 x 2.069 x 1.001,"14.012, -9.699, -0.014",1,Material.119,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.106,Scene Collection,1,2416,5113,3.724 x 2.278 x 1.221,"16.242, -8.655, -0.024",1,Material.120,auto_import_name;medium_poly_gt_2k;nonzero_rotation_transform;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.107,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"14.058, -9.64, -0.034",1,Material.121,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.108,Scene Collection,2,19553,11595,5.236 x 3.451 x 1.545,"13.95, -7.289, -0.057",1,Material.123,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.109,Scene Collection,2,15599,9593,3.33 x 2.759 x 1.335,"18.275, -1.514, -0.024",1,Material.124,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.110,Scene Collection,1,8798,4995,1.457 x 2.125 x 1.435,"20.683, -4.531, -0.034",1,Material.125,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.111,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"18.991, -3.502, -0.034",1,Material.126,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.112,Scene Collection,2,15599,9593,3.33 x 2.759 x 1.335,"18.275, -6.605, -0.024",1,Material.127,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.113,Scene Collection,2,15599,9593,2.498 x 2.069 x 1.001,"16.646, 1.235, -0.18",1,Material.128,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.114,Scene Collection,2,21962,12525,3.042 x 2.262 x 0.966,"10.529, -8.881, -0.038",1,Material.129,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.115,Scene Collection,2,19553,11595,5.237 x 3.81 x 1.544,"11.074, 8.261, -0.044",1,Material.130,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.116,Scene Collection,1,2416,5113,3.724 x 2.161 x 1.221,"6.132, 13.96, -0.024",1,Material.131,auto_import_name;medium_poly_gt_2k;nonzero_rotation_transform;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.118,Scene Collection,2,15599,9593,2.498 x 1.573 x 1.001,"11.125, 11.514, -0.054",1,Material.146,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.119,Scene Collection,2,11408,6806,0.71 x 1.374 x 0.695,"10.029, 12.778, 0.152",1,Material.134,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.120,Scene Collection,2,19553,11595,5.237 x 3.644 x 1.544,"3.306, 13.033, -0.044",1,Material.135,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.121,Scene Collection,1,8798,4995,1.457 x 2.125 x 1.436,"8.81, 12.036, -0.034",1,Material.136,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.122,Scene Collection,2,21962,12525,2.536 x 1.886 x 0.806,"7.741, 11.808, -0.038",1,Material.137,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.123,Scene Collection,2,15599,9593,3.33 x 2.759 x 1.329,"3.133, 15.045, -0.024",1,Material.138,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.124,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"4.923, 14.791, -0.034",1,Material.139,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.125,Scene Collection,2,15301,10413,1.077 x 0.901 x 1.064,"-3.443, 15.073, -0.102",1,Material.140,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.127,Scene Collection,1,9023,6177,0.52 x 2.223 x 0.528,"-7.082, 1.83, 0.304",1,Material.142,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.128,Scene Collection,2,15599,9593,2.496 x 2.069 x 1.001,"-3.457, 14.886, 0.026",1,Material.143,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.129,Scene Collection,2,11408,6806,0.71 x 1.576 x 0.695,"3.229, 15.258, 0.152",1,Material.144,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.130,Scene Collection,2,19553,11595,5.236 x 3.119 x 1.544,"-0.757, 14.658, -0.044",1,Material.145,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.131,Scene Collection,2,15599,9593,2.498 x 2.573 x 1.001,"-0.004, 15.232, -0.054",1,Material.147,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.132,Scene Collection,2,11408,6806,0.71 x 1.017 x 0.694,"-0.693, 15.438, 0.152",1,Material.148,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.133,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"-0.256, 15.07, -0.034",1,Material.149,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.134,Scene Collection,1,2416,5113,3.722 x 2.011 x 1.221,"-4.969, 14.144, 0.096",1,Material.150,auto_import_name;medium_poly_gt_2k;nonzero_rotation_transform;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.135,Scene Collection,2,19553,11595,6.283 x 4.141 x 1.853,"-8.802, 13.769, 0.117",1,Material.151,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.136,Scene Collection,2,19553,11595,5.236 x 3.644 x 1.544,"-10.694, 13.033, 0.236",1,Material.152,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.137,Scene Collection,1,8798,4995,1.457 x 2.125 x 1.436,"-5.79, 12.466, 0.116",1,Material.153,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.138,Scene Collection,2,15599,9593,2.498 x 2.069 x 1.001,"-18.354, 1.235, 0.14",1,Material.154,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.139,Scene Collection,2,15599,9593,3.33 x 2.759 x 1.335,"-18.065, -1.514, 0.276",1,Material.155,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.140,Scene Collection,2,15301,10413,1.079 x 0.902 x 1.065,"-16.573, 0.002, -0.166",1,Material.156,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.141,Scene Collection,2,19528,11557,5.236 x 2.905 x 1.544,"-18.118, -6.038, 0.316",1,Material.157,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.142,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"-17.548, 2.542, 0.046",1,Material.158,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.143,Scene Collection,2,21962,12525,2.535 x 1.885 x 0.805,"-18.793, 1.779, 0.182",1,Material.159,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.144,Scene Collection,2,21962,12525,3.043 x 2.262 x 0.967,"-19.233, 3.499, 0.012",1,Material.160,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.145,Scene Collection,2,19553,11595,5.236 x 3.81 x 1.544,"-18.796, 5.261, -0.014",1,Material.161,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.146,Scene Collection,2,15599,9593,2.496 x 2.069 x 1.001,"-10.354, -1.765, -0.18",1,Material.162,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.147,Scene Collection,2,19528,11557,5.237 x 2.905 x 1.544,"-11.458, 10.732, 0.106",1,Material.163,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.148,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"-16.858, 4.122, 0.106",1,Material.164,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.149,Scene Collection,2,21962,12525,2.536 x 2.587 x 0.806,"-11.193, 12.109, 0.122",1,Material.165,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.150,Scene Collection,2,19553,11595,5.236 x 3.451 x 1.544,"-14.328, 10.292, 0.036",1,Material.166,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.151,Scene Collection,2,15599,9593,2.498 x 2.304 x 1.001,"-16.578, 6.432, 0.086",1,Material.167,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.152,Scene Collection,2,15599,9593,3.33 x 3.118 x 1.335,"-14.608, 9.072, -0.024",1,Material.168,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.153,Scene Collection,1,8798,4995,1.457 x 2.125 x 1.436,"-8.198, 4.282, -0.034",1,Material.168,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.154,Scene Collection,1,2416,5113,3.722 x 2.28 x 1.221,"-14.278, 7.252, -0.024",1,Material.169,auto_import_name;medium_poly_gt_2k;nonzero_rotation_transform;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.155,Scene Collection,2,21962,12525,3.043 x 1.795 x 0.967,"-12.653, 11.419, 0.172",1,Material.170,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.156,Scene Collection,2,15599,9593,3.33 x 3.118 x 1.335,"-8.248, -14.108, 0.046",1,Material.171,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.157,Scene Collection,2,15599,9593,2.496 x 2.303 x 1.001,"-15.578, 3.432, 0.086",1,Material.172,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.158,Scene Collection,2,19553,11595,5.236 x 2.65 x 1.545,"-9.328, -12.708, 0.036",1,Material.173,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.159,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"-15.038, -7.438, 0.256",1,Material.174,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.160,Scene Collection,2,19553,11595,5.236 x 4.01 x 1.544,"-16.006, -8.489, 0.236",1,Material.175,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.161,Scene Collection,2,21962,12525,3.042 x 2.262 x 0.966,"-19.653, 0.429, 0.012",1,Material.176,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.162,Scene Collection,2,21962,12525,2.536 x 1.885 x 0.806,"-17.793, -7.541, 0.182",1,Material.177,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.163,Scene Collection,1,8798,4995,0.729 x 1.062 x 0.718,"-16.938, -3.188, 0.046",1,Material.178,auto_import_name;medium_poly_gt_2k;non_applied_scale,rename_semantically;apply_transforms_before_export
node_0.164,Scene Collection,2,19528,11557,5.236 x 2.905 x 1.545,"-18.118, -3.038, 0.216",1,Material.179,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.165,Scene Collection,2,15599,9593,3.33 x 2.759 x 1.335,"-17.065, -4.514, 0.276",1,Material.180,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.166,Scene Collection,2,15599,9593,2.498 x 2.069 x 1.001,"-17.354, -1.765, 0.14",1,Material.181,auto_import_name;high_poly_gt_10k;non_applied_scale,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
node_0.167,Scene Collection,2,49868,31104,1.013 x 0.612 x 1.04,"-16.24, 1.86, 0.21",1,Material.183,auto_import_name;high_poly_gt_10k,decimate_or_replace_for_mobile;rename_semantically
node_0.168,Scene Collection,2,49868,31104,1.013 x 0.612 x 1.04,"-15.24, -7.14, 0.33",1,Material.184,auto_import_name;high_poly_gt_10k,decimate_or_replace_for_mobile;rename_semantically
node_0.169,Scene Collection,2,49868,31104,1.022 x 0.613 x 1.041,"-8.24, 10.86, 0.33",1,Material.185,auto_import_name;high_poly_gt_10k,decimate_or_replace_for_mobile;rename_semantically
node_0.170,Scene Collection,2,49868,31104,1.013 x 0.612 x 1.04,"-16.24, 4.86, 0.33",1,Material.186,auto_import_name;high_poly_gt_10k;nonzero_rotation_transform,decimate_or_replace_for_mobile;rename_semantically;apply_transforms_before_export
柱体,Collection 5,2,290,384,40.936 x 33.527 x 2.206,"0.056, 0.146, -0.604",5,M_Island_GrassTop;M_Island_SoilSide;M_Island_DarkBottom;None;Material,empty_material_slot;oversized_dimension_gt_20m,fix_material_slots;verify_scene_scale
